"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Haiti","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Honduras","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Honduras","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Honduras","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Honduras","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Honduras","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Honduras","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Honduras","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Honduras","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Hong Kong SAR","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","84","6"
"Hong Kong SAR","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","83","6"
"Hong Kong SAR","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","81","6"
"Hong Kong SAR","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","80","6"
"Hong Kong SAR","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","79","6"
"Hong Kong SAR","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","77","6"
"Hong Kong SAR","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","76","6"
"Hong Kong SAR","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74","6"
"Hungary","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Hungary","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Hungary","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Hungary","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Hungary","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Hungary","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Hungary","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Hungary","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Iceland","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","83",""
"Iceland","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Iceland","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Iceland","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Iceland","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Iceland","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Iceland","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Iceland","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"India","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"India","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"India","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"India","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"India","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"India","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"India","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"India","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Indonesia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Indonesia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Indonesia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Indonesia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Indonesia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Indonesia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Indonesia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Indonesia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Iran","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Iran","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Iran","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Iran","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Iran","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Iran","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Iran","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Iran","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Iraq","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Iraq","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Iraq","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Iraq","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Iraq","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Iraq","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Iraq","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Iraq","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Ireland","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Ireland","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Ireland","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Ireland","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Ireland","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Ireland","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Ireland","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Ireland","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Israel","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"Israel","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Israel","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Israel","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Israel","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Israel","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Israel","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Israel","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Italy","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","83",""
"Italy","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"Italy","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Italy","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Italy","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Italy","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Italy","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Italy","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Jamaica","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Jamaica","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Jamaica","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Jamaica","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Jamaica","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Jamaica","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Jamaica","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Jamaica","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Japan","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","85",""
"Japan","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","84",""
"Japan","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"Japan","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Japan","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Japan","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Japan","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Japan","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Jordan","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Jordan","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Jordan","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Jordan","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Jordan","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Jordan","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Jordan","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Jordan","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Kazakhstan","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Kazakhstan","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Kazakhstan","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Kazakhstan","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Kazakhstan","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Kazakhstan","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Kazakhstan","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Kazakhstan","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Kenya","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Kenya","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Kenya","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Kenya","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Kenya","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Kenya","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Kenya","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Kenya","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Korea DPR","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Korea DPR","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Korea DPR","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Korea DPR","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Korea DPR","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Korea DPR","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Korea DPR","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Korea DPR","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Korea Rep","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Korea Rep","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Korea Rep","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Korea Rep","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Korea Rep","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Korea Rep","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Korea Rep","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Korea Rep","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Kuwait","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Kuwait","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Kuwait","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Kuwait","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Kuwait","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Kuwait","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Kuwait","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Kuwait","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Kyrgyzstan","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Kyrgyzstan","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Kyrgyzstan","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Kyrgyzstan","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Kyrgyzstan","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Kyrgyzstan","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Kyrgyzstan","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Kyrgyzstan","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Lao PDR","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Lao PDR","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Lao PDR","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Lao PDR","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Lao PDR","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Lao PDR","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Lao PDR","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Lao PDR","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"Latvia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Latvia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Latvia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Latvia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Latvia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Latvia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Latvia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Latvia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Lebanon","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Lebanon","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Lebanon","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Lebanon","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Lebanon","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Lebanon","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Lebanon","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Lebanon","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Lesotho","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Lesotho","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Lesotho","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Lesotho","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Lesotho","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Lesotho","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Lesotho","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Lesotho","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Liberia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Liberia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Liberia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","42",""
"Liberia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Liberia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Liberia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","41",""
"Liberia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","40",""
"Liberia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Libya","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Libya","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Libya","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Libya","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Libya","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Libya","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Libya","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Libya","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Lithuania","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Lithuania","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Lithuania","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Lithuania","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Lithuania","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Lithuania","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Lithuania","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Lithuania","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Luxembourg","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Luxembourg","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Luxembourg","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Luxembourg","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Luxembourg","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Luxembourg","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Luxembourg","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Luxembourg","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Macau SAR","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","82","7"
"Macau SAR","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","81","7"
"Macau SAR","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","80","7"
"Macau SAR","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","79","7"
"Macau SAR","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","78","7"
"Macau SAR","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","77","7"
"Macau SAR","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","75","7"
"Macau SAR","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74","7"
"Macedonia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76","8"
"Macedonia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75","8"
"Macedonia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74","8"
"Macedonia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73","8"
"Macedonia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71","8"
"Macedonia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70","8"
"Macedonia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69","8"
"Macedonia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69","8"
"Madagascar","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Madagascar","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Madagascar","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Madagascar","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Madagascar","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Madagascar","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Madagascar","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"Madagascar","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Malawi","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Malawi","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Malawi","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"Malawi","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Malawi","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Malawi","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Malawi","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Malawi","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Malaysia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Malaysia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Malaysia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Malaysia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Malaysia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Malaysia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Malaysia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Malaysia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Maldives","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Maldives","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Maldives","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Maldives","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Maldives","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Maldives","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Maldives","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Maldives","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Mali","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Mali","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Mali","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Mali","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Mali","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Mali","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Mali","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Mali","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Malta","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Malta","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Malta","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Malta","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Malta","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Malta","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Malta","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Malta","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Martinique","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"Martinique","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Martinique","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Martinique","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Martinique","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Martinique","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Martinique","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Martinique","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Mauritania","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Mauritania","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Mauritania","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Mauritania","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Mauritania","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Mauritania","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Mauritania","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Mauritania","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
